practice_name,also_known_as,address,postcode,area,phone,website,nhs_private,pms_detected,pms_confidence,pms_evidence,blast_segment,wisecall_tier,adg_corporate,adg_group,bda_good_practice,provider_name,source,notes
Neilston Dental Surgery,,"99 MAIN STREET, NEILSTON",G78 3NH,Glasgow (G78),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Clyde Dental Practice,,"42-44 KILBOWIE ROAD, GLASGOW",G81 1TH,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
D B Dental,,"320 KILBOWIE ROAD, CLYDEBANK, GLASGOW",G81 2HZ,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
David Garrett Dental Surgery Limited,,"284 KILBOWIE ROAD, CLYDEBANK, GLASGOW",G81 2JD,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Diamond Dental Care,,"2 RAMSAY STREET, CLYDEBANK",G81 3LF,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Vanguard Dental Dalmuir,,"565/567 DUMBARTON ROAD, GLASGOW",G81 4DL,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Abbeylands Dental Practice,,"6 MILLDAM ROAD, FAIFLEY, GLASGOW",G81 5JN,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Redmond&Rennison Dental Care,,"29 GLASGOW ROAD, CLYDEBANK,GLASGOW",G81 5PJ,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Gavins Road Dental,,"8 GAVINS ROAD, HARDGATE, CLYDEBANK",G81 6AA,Glasgow (G81),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Wright Dental And Beauty Care,,"10 HIGH STREET, DUMBARTON",G82 1LL,Glasgow (G82),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Church Street Dental Practice,,"10 CHURCH STREET, DUMBARTON",G82 1QL,Glasgow (G82),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Levengrove Dental Care,,"27 WOODYARD ROAD, DUMBARTON",G82 4BG,Glasgow (G82),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
The Old Post Office Dental Practice,,"91 BANK STREET, ALEXANDRIA",G83 0LZ,Glasgow (G83),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dental Implant Centre And Training Inst.,,"146 MAIN STREET, ALEXANDRIA",G83 0NZ,Glasgow (G83),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Lomond Dental Care,,"162 MAIN STREET, ALEXANDRIA",G83 0NZ,Glasgow (G83),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Bridge Street Dental Practice,,"36 BRIDGE STREET, ALEXANDRIA",G83 0TA,Glasgow (G83),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Apco Dental Care,,"THE VALE CENTRE FOR HEALTH AND CARE, MAIN ST., ALEXANDRIA",G83 0UA,Glasgow (G83),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Pds Dental Clinic Helensburgh,,"VICTORIA INTEGRATED CARE CENTRE, 93 EAST KING ST, HELENSBURGH",G84 7BU,Glasgow (G84),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Clyde View Dental & Implant Centre,,"87 WEST CLYDE STREET, HELENSBURGH",G84 8BB,Glasgow (G84),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dunlop And Humphreys Dental Surgery,,"4 SINCLAIR STREET, HELENSBURGH",G84 8SU,Glasgow (G84),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Helensburgh Dental Practice,,"70-72 WEST PRINCES STREET, HELENSBURGH",G84 8UG,Glasgow (G84),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Sp Dental Care,,"11 MILLIG STREET, HELENSBURGH",G84 9LA,Glasgow (G84),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Bupa Dental Care,,"276 DUMBARTON ROAD, GLASGOW",G11 6AB,Glasgow (G11),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Bupa Dental Care,No,,Scotland NHS dental register (PHS open data),
Bupa Dental Care,,"356 DUMBARTON ROAD, PARTICK, GLASGOW",G11 6TG,Glasgow (G11),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Bupa Dental Care,No,,Scotland NHS dental register (PHS open data),
City Dental By Clyde Munro,,"260 ST VINCENT STREET, GLASGOW",G2  5RL,Glasgow (G2),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Clyde Munro Dental,No,,Scotland NHS dental register (PHS open data),
"Mydentist The Forge, Unit 60 The",,"FORGE SHOPPING CENTRE, 1221 GALLOWGATE, GLASGOW",G31 4EB,Glasgow (G31),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,mydentist,No,,Scotland NHS dental register (PHS open data),
Smile Dental Care,,"128  GREAT WESTERN RD, GLASGOW",G4  9AD,Glasgow (G4),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Smile Dental Care,No,,Scotland NHS dental register (PHS open data),
Bupa Dental Care Shawlands,,"77 COUSTONHOLM ROAD, SHAWLANDS, GLASGOW",G43 1UF,Glasgow (G43),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Bupa Dental Care,No,,Scotland NHS dental register (PHS open data),
Mydentist Crown Retail,,"UNIT 15, CROWN RETAIL PARK, GUSHETFAULDS PLACE, GLASGOW",G5  0DP,Glasgow (G5),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,mydentist,No,,Scotland NHS dental register (PHS open data),
Brite Dental-Clarkston,,"11 CAROLSIDE GARDENS, GLASGOW",G76 7BX,Glasgow (G76),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Brite Dental,No,,Scotland NHS dental register (PHS open data),
