"Dental_Practice_Code","address1","address2","address3","pc7","HB","HBQF","HSCP","HSCPQF","CA","CAQF","DataZone","DataZoneQF","Registrations","RegistrationsQF"
4694,"BONNYBRIDGE DENTAL PRACTICE","2/4 BRIDGE STREET","BONNYBRIDGE","FK4 1AA","S08000019","","S37000013","","S12000014","","S01009079","","7191",""
4699,"HAMILTON DENTAL CENTRE","1 KEMP  STREET","HAMILTON","ML3 6QL","S08000032","","S37000028","","S12000029","","S01012725","","793",""
4706,"PRIMARY CARE DENTAL SERVICES","SUMMERFIELD HOUSE, 2 EDAY ROAD","ABERDEEN","AB156RE","S08000020","","S37000001","","S12000033","","S01006556","","25132",""
4708,"EAST AYRSHIRE DENTAL","71 MAIN STREET","NEWMILNS","KA169DG","S08000015","","S37000008","","S12000008","","S01007945","","6110",""
4709,"YOUR PERFECT SMILE DENTAL CLINIC","GRANT ARMS COTTAGE,THE SQUARE","GRANTOWN ON SPEY","PH263HF","S08000022","","S37000016","","S12000017","","S01010546","","64",""
4710,"1 BELLSTANE","SOUTH QUEENSFERRY",NA,"EH309PU","S08000024","","S37000012","","S12000036","","S01009008","","6242",""
4711,"MCKINLEY DENTAL PRACTICE","79 HIGH STREET","IRVINE","KA120AL","S08000015","","S37000020","","S12000021","","S01011227","","2728",""
4712,"DENTAL SURGERY LTD FALKIRK","112 GRAHAMS ROAD","FALKIRK","FK2 7BZ","S08000019","","S37000013","","S12000014","","S01009141","","5184",""
4713,"HALLCRAIG DENTAL CARE","21 HALLCRAIG STREET","AIRDRIE","ML6 6AH","S08000032","","S37000035","","S12000050","","S01011643","","8254",""
4719,"GREAT JUNCTION DENTAL PRACTICE","163 GREAT JUNCTION STREET","EDINBURGH","EH6 5LG","S08000024","","S37000012","","S12000036","","S01008788","","4750",""
4721,"INFINITYBLU DENTAL CARE","60-62 ATHOLL ROAD","PITLOCHRY","PH165BL","S08000030","","S37000033","","S12000048","","S01012010","","5764",""
4722,"CITY QUAY DENTAL CLINIC","24B CITY QUAY CAMPERDOWN STREET","DUNDEE","DD1 3JA","S08000030","","S37000007","","S12000042","","S01007707","","5777",""
4723,"BUPA DENTAL CARE","15-17 SOUTH STREET","ELGIN","IV301JZ","S08000020","","S37000019","","S12000020","","S01011121","","384",""
4727,"DENTAL EXPRESS","310-312 PORTOBELLO HIGH ST","EDINBURGH","EH152DA","S08000024","","S37000012","","S12000036","","S01008727","","10199",""
4751,"SLOAN DENTAL CARE","18 BELL QUADRANT","CARFIN, MOTHERWELL","ML1 4GN","S08000032","","S37000035","","S12000050","","S01011466","","11176",""
4755,"URBAN DENTAL","141 ST. GEORGE'S ROAD","GLASGOW","G3  6JB","S08000031","","S37000034","","S12000049","","S01010295","","3348",""
4757,"INFINITYBLU DENTAL CARE & IMPLANT CLINIC","23 BACK DYKES","AUCHTERMUCHTY, FIFE","KY147AB","S08000029","","S37000032","","S12000047","","S01009673","","2733",""
4763,"ONE DENTAL CARE TROON","93 TEMPLEHILL","TROON","KA106BQ","S08000015","","S37000027","","S12000028","","S01012566","","6001",""
4765,"BRIDGE STREET DENTAL PRACTICE","36 BRIDGE STREET","ALEXANDRIA","G83 0TA","S08000031","","S37000029","","S12000039","","S01013223","","3184",""
4766,"INVERNESS DENTAL CLINIC LTD","9 CASTLE STREET","INVERNESS","IV2 3DX","S08000022","","S37000016","","S12000017","","S01010627","","10046",""
4769,"SPRING GROVE DENTAL CLINIC","23 BARRACHNIE ROAD","GLASGOW","G69 6HB","S08000031","","S37000034","","S12000049","","S01010097","","127",""
4780,"SOUTHSIDE DENTAL CARE","125 MAYFIELD ROAD","EDINBURGH","EH9 3AJ","S08000024","","S37000012","","S12000036","","S01008593","","9066",""
4782,"NEW ROW DENTAL PRACTICE","16 NEW ROW","DUNFERMLINE FIFE","KY127EF","S08000029","","S37000032","","S12000047","","S01009308","","22616",""
4785,"GRANDHOLM DENTAL CLINIC","THE HERITAGE CENTRE,GRANDHOLM CRESCENT","ABERDEEN","AB228BH","S08000020","","S37000001","","S12000033","","S01006756","","13874",""
4786,"EARL GREY DENTAL PRACTICE","42 EARL GREY STREET","EDINBURGH","EH3 9BN","S08000024","","S37000012","","S12000036","","S01008663","","12598",""
4788,"SHIELDS ROAD DENTAL PRACTICE LIMITED","413 SHIELDS ROAD","GLASGOW","G41 1NY","S08000031","","S37000034","","S12000049","","S01009875","","7110",""
4791,"BELLSQUARRY DENTISTRY","44 CALDER ROAD, BELLSQUARRY","LIVINGSTON","EH549AA","S08000024","","S37000030","","S12000040","","S01013263","","1812",""
4800,"ROSEWELL DENTAL CLINIC","2 BALLINGRY ROAD","LOCHORE","KY5 8EX","S08000029","","S37000032","","S12000047","","S01009429","","3176",""
4802,"LESLIE MEADOWS DENTAL CARE","ANDERSON DRIVE","LESLIE, FIFE","KY6 3LG","S08000029","","S37000032","","S12000047","","S01009553","","7506",""
4804,"LINBURN DENTAL PRACTICE","124 NITH STREET","DUNFERMLINE FIFE","KY114LT","S08000029","","S37000032","","S12000047","","S01009338","","24239",""
4806,"54A HIGH STREET","ALNESS",NA,"IV170SG","S08000022","","S37000016","","S12000017","","S01010737","","6331",""
4809,"8TO8 DENTAL","1 WESTERTON RD NORTH","KEITH","AB555FL","S08000020","","S37000019","","S12000020","","S01011060","","5942",""
4810,"ONE DENTAL CARE KIBIRNIE","2 KIRKLAND ROAD","KIBIRNIE","KA256HS","S08000015","","S37000020","","S12000021","","S01011347","","4477",""
4816,"WHITE PEARL DENTAL PRACTICE","3 DUDHOPE TERRACE","DUNDEE","DD3 6HG","S08000030","","S37000007","","S12000042","","S01007700","","563",""
4818,"INFINITYBLU DENTAL CARE & IMPLANT CENTRE","171 MAIN STREET","CALLANDER","FK178BJ","S08000019","","S37000005","","S12000030","","S01013115","","970",""
4819,"ARGYLL SMILE DENTAL CARE","1 MARINE PARADE, KIRN","DUNOON, ARGYLL","PA238HE","S08000022","","S37000004","","S12000035","","S01007362","","845",""
4821,"HANNIGAN DENTAL CARE","8 STATION ROAD","MUIRHEAD, GLASGOW","G69 9EE","S08000032","","S37000035","","S12000050","","S01011706","","6423",""
4822,"SMILESCENE DENTAL","UNIT 7,LIVINGSTONE BOULEVARD","INT'L TECHNOLOGY PARK,BLANTYRE","G72 0BP","S08000032","","S37000028","","S12000029","","S01012752","","4652",""
4823,"FALKIRK DENTAL CARE","91 GRAHAMS ROAD","FALKIRK","FK2 7DD","S08000019","","S37000013","","S12000014","","S01009140","","10271",""
4832,"COWGATE DENTAL SURGERY","11 COWGATE","KIRKINTILLOCH, GLASGOW","G66 1HW","S08000031","","S37000009","","S12000045","","S01008133","","4299",""
4836,"CLYDE DENTAL PRACTICE","42-44 KILBOWIE ROAD","GLASGOW","G81 1TH","S08000031","","S37000029","","S12000039","","S01013129","","7302",""
4844,"WATERSIDE DENTAL CARE","UNIT 33 SHED 26 CAMPERDOWN STREET","DUNDEE","DD1 3JA","S08000030","","S37000007","","S12000042","","S01007707","","8607",""
4846,"BE DENTAL LTD","OCEAN DRIVE CENTRE,120 OCEAN DR.","EDINBURGH","EH6 6JG","S08000024","","S37000012","","S12000036","","S01008769","","8295",""
4858,"ORCHARD ROAD DENTAL PRACTICE","THE MEWS, ORCHARD ROAD","FORRES","IV361PJ","S08000020","","S37000019","","S12000020","","S01011154","","873",""
4860,"(MY) DENTIST","80/1B COMMERCIAL QUAY","EDINBURGH","EH6 6LX","S08000024","","S37000012","","S12000036","","S01008778","","9337",""
4861,"CANMORE DENTAL  DUNFERMLINE","8 ABBEY PARK PLACE","DUNFERMLINE","KY127PD","S08000029","","S37000032","","S12000047","","S01009308","","9460",""
4862,"DRYMEN DENTAL PRACTICE","THE SQUARE","DRYMEN","G63 0BJ","S08000019","","S37000005","","S12000030","","S01013010","","1372",""
4864,"SPEYSIDE DENTAL CLINIC","138 HIGH STREET","ABERLOUR","AB389NX","S08000020","","S37000019","","S12000020","","S01011052","","340",""
4867,"THE ALBION CLINIC","211 ALBION STREET","GLASGOW","G1  1RU","S08000031","","S37000034","","S12000049","","S01010260","","5",""
4869,"LOCKERBIE DENTAL SURGERY","134 HIGH STREET","LOCKERBIE","DG112BX","S08000017","","S37000006","","S12000006","","S01007638","","1269",""
4872,"MY DENTIST","UNIT 12, 15 PORTLAND GATE","PORTLAND ST., KILMARNOCK","KA1 1JN","S08000015","","S37000008","","S12000008","","S01008012","","9827",""
4873,"EDEN DENTAL CLINIC","12 BISHOPS ROAD","INVERNESS","IV3 5SD","S08000022","","S37000016","","S12000017","","S01010631","","789",""
4876,"SMILES PLUS","51A SOUTH STREET","ARMADALE","EH483ET","S08000024","","S37000030","","S12000040","","S01013384","","4659",""
4880,"COVE BAY DENTAL","4 CATTO WALK","ABERDEEN","AB123PT","S08000020","","S37000001","","S12000033","","S01006617","","7455",""
4882,"WEST CALDER DENTAL CARE","1 EAST END","WEST CALDER","EH558AB","S08000024","","S37000030","","S12000040","","S01013257","","10338",""
4885,"MARINA DENTAL CARE","SOUTHBANK ROAD","KIRKINTILLOCH","G66 1XQ","S08000031","","S37000009","","S12000045","","S01008131","","10193",""
4890,"BISHOPMILL DENTAL CENTRE","91-93 LOSSIEMOUTH ROAD","ELGIN","IV304LJ","S08000020","","S37000019","","S12000020","","S01011123","","9407",""
4894,"M&S DENTAL CARE","GLEN NEVIS PLACE","FORT WILLIAM","PH336DA","S08000022","","S37000016","","S12000017","","S01010521","","15815",""
4895,"LANARK SMILE STUDIOS","72 HIGH STREET","LANARK","ML117ES","S08000032","","S37000028","","S12000029","","S01012630","","4015",""
4896,"CHERRY TREE DENTAL PRACTICE","96 BROOK STREET","BROUGHTY FERRY, DUNDEE","DD5 1DQ","S08000030","","S37000007","","S12000042","","S01007759","","4648",""
4897,"CALEDONIAN DENTAL CARE","53 KINNOULL CAUSEWAY","PERTH","PH2 8HQ","S08000030","","S37000033","","S12000048","","S01011943","","13188",""
4901,"EVOLUTION DENTAL PRACTICE","27 WELLS STREET","INVERNESS","IV3 5JU","S08000022","","S37000016","","S12000017","","S01010637","","6544",""
4902,"T/A BUPA DENTAL CARE, HAZEL HOUSE","STONEYFIELD BUSINESS PARK","INVERNESS","IV2 7PA","S08000022","","S37000016","","S12000017","","S01010619","","5052",""
4903,"CLOUD DENTAL","7A COLLIER STREET","JOHNSTONE","PA5 8AR","S08000031","","S37000024","","S12000038","","S01012045","","1691",""
4906,"HAYMARKET DENTAL CARE","3C WASHINGTON LANE","EDINBURGH","EH112HA","S08000024","","S37000012","","S12000036","","S01008653","","12183",""
4909,"OAK TREE DENTAL & IMPLANT CLINIC","2A U.P. ROAD","KILSYTH","G65 0BH","S08000032","","S37000035","","S12000050","","S01011792","","6423",""
4910,"ABERCROMBIE DENTAL PRACTICE","10 ABERCROMBIE COURT, PROSPECT ROAD","WESTHILL","AB326FE","S08000020","","S37000002","","S12000034","","S01006941","","10724",""
4911,"GLASSGREEN DENTAL PRACTICE","2 THORNHILL DRIVE","ELGIN","IV306GQ","S08000020","","S37000019","","S12000020","","S01011093","","8894",""
4912,"DENTISTRY ON THE SQUARE","12 NIDDRIE SQUARE","GLASGOW","G42 8QE","S08000031","","S37000034","","S12000049","","S01009909","","90",""
4914,"REGENT DENTAL PRACTICE","7 BAY CENTRE REGENT WAY","DALGETY BAY","KY119UY","S08000029","","S37000032","","S12000047","","S01009395","","6748",""
4920,"CITRUS DENTAL CARE","1 MEADOW PLACE","EDINBURGH","EH9 1JZ","S08000024","","S37000012","","S12000036","","S01008614","","16596",""
4921,"WEST SIDE DENTAL CARE","UNITS 1-3 WESTSIDE PLAZA","EDINBURGH","EH142SW","S08000024","","S37000012","","S12000036","","S01008459","","12834",""
4922,"SPRING GROVE CLINIC","187 HIGH STREET","AUCHTERARDER","PH3 1AF","S08000030","","S37000033","","S12000048","","S01011854","","463",""
4923,"THORNHILL DENTAL PRACTICE","45 DRUMLANRIG STREET","THORNHILL","DG3 5LJ","S08000017","","S37000006","","S12000006","","S01007560","","723",""
4924,"GLASGOW GREEN DENTAL","135 LONDON ROAD","GLASGOW","G1  5BS","S08000031","","S37000034","","S12000049","","S01010039","","4052",""
4926,"DENTAL SURGERY LTD STIRLING","37 BURGHMUIR ROAD","STIRLING","FK7 7PB","S08000019","","S37000005","","S12000030","","S01013065","","10337",""
4927,"UNITED DENTAL CARE","522 KILMARNOCK ROAD","GLASGOW","G43 2BL","S08000031","","S37000034","","S12000049","","S01009953","","10054",""
4930,"ERSKINE DENTAL CARE DENTAL IMPLANT CENTR","7B BRIDGEWATER SHOPPING CENTRE","ERSKINE","PA8 7AA","S08000031","","S37000024","","S12000038","","S01012198","","1186",""
4931,"11 ELM COURT","CAVALRY PARK","PEEBLES","EH459BU","S08000016","","S37000025","","S12000026","","S01012256","","8435",""
4933,"STONEHOUSE DENTAL CARE","5-7 KIRK STREET","STONEHOUSE","ML9 3LR","S08000032","","S37000028","","S12000029","","S01012681","","6823",""
4934,"CRAIGLOCKHART CLINIC","132 COLINTON ROAD","EDINBURGH","EH141BY","S08000024","","S37000012","","S12000036","","S01008510","","5907",""
4935,"DUDDINGSTON PARK IMPLANT & DENTAL CLINIC","23 DUDDINGSTON PARK SOUTH","EDINBURGH","EH153NY","S08000024","","S37000012","","S12000036","","S01008714","","5850",""
4939,"CROWN DENTAL GROUP","83 CROWN STREET","ABERDEEN","AB116EX","S08000020","","S37000001","","S12000033","","S01006590","","2697",""
4941,"ADC GOLSPIE PRACTICE","GOLSPIE IND. ESTATE, UNIT 11","GOLSPIE","KW106RN","S08000022","","S37000016","","S12000017","","S01010770","","3593",""
4942,"LARGS DENTAL","SUITE 18-20 AITKEN STREET","LARGS","KA308AU","S08000015","","S37000020","","S12000021","","S01011326","","3932",""
4943,"EAGLESHAM DENTAL PRACTICE","81 GILMOUR STREET","EAGLESHAM","G76 0LH","S08000031","","S37000011","","S12000011","","S01008358","","6161",""
4944,"DEVERON DENTAL","OGILIVIE AVENUE","HUNTLY","AB548AT","S08000020","","S37000002","","S12000034","","S01007010","","7436",""
4945,"ALEXANDRA PARK DENTAL PRACTICE","427 ALEXANDRA PARADE","GLASGOW","G31 3AD","S08000031","","S37000034","","S12000049","","S01010234","","9113",""
4947,"ORIS DENTAL & IMPLANT STUDIO","27C HIGH STREET","MONIFIETH","DD5 4AA","S08000030","","S37000003","","S12000041","","S01007154","","644",""
4948,"KINGS PARK DENTAL","248 CASTLEMILK ROAD","GLASGOW","G44 4LB","S08000031","","S37000034","","S12000049","","S01010001","","7391",""
4949,"BUCHANAN DENTAL CARE","THE BUCHANAN CENTRE","126-130 MAIN ST,COATBRIDGE","ML5 3BJ","S08000032","","S37000035","","S12000050","","S01011601","","10341",""
4952,"96 GLASGOW STREET","DUMFRIES",NA,"DG2 9DE","S08000017","","S37000006","","S12000006","","S01007584","","825",""
4953,"OAKBANK DENTAL CARE","33 BURGHMUIR ROAD","PERTH","PH1 1LU","S08000030","","S37000033","","S12000048","","S01011902","","3962",""
4954,"54 LADHOPE VALE","GALASHIELS",NA,"TD1 1BT","S08000016","","S37000025","","S12000026","","S01012275","","11616",""
4956,"BOCLAIR DENTAL CARE","91 MILNGAVIE RD","BEARSDEN, GLASGOW","G61 2EN","S08000031","","S37000009","","S12000045","","S01008077","","4671",""
4960,"40 COURT STREET","HADDINGTON","EAST LOTHIAN","EH413NP","S08000024","","S37000010","","S12000010","","S01008257","","11205",""
4965,"THREE TOWNS DENTAL CARE","4 NEW STREET","STEVENSTON","KA203HE","S08000015","","S37000020","","S12000021","","S01011268","","5642",""
4967,"PENICUIK DENTAL CENTRE","38 HIGH STREET","PENICUIK","EH268HU","S08000024","","S37000018","","S12000019","","S01010936","","7031",""
4969,"BIRCH VALLEY DENTAL CLINIC","273 HIGH STREET","DALBEATTIE","DG5 4DW","S08000017","","S37000006","","S12000006","","S01007542","","5503",""
4970,"BALMORE DENTAL CARE","2 KING'S PLACE","GLASGOW","G22 6LL","S08000031","","S37000034","","S12000049","","S01010333","","1776",""
4973,"THE BLUE DOOR NHS FAMILY DP","22 CASTLE STREET","DUMFRIES","DG1 1DR","S08000017","","S37000006","","S12000006","","S01007612","","3240",""
4974,"HALO DENTAL CLINIC LIMITED","4 ANNFIELD PLACE,DUKE ST","GLASGOW","G31 2XQ","S08000031","","S37000034","","S12000049","","S01010252","","4793",""
4977,"CARLUKE DENTAL STUDIO","CARLUKE COMMUNITY HEALTH CENTRE","40 CHAPEL ST.,CARLUKE","ML8 4BA","S08000032","","S37000028","","S12000029","","S01012602","","5269",""
4978,"UDDINGSTON DENTAL CARE","1 MAIN STREET","UDDINGSTON","G71 7ES","S08000032","","S37000028","","S12000029","","S01012809","","7826",""
4979,"K AYR DENTAL","34 NEW ROAD","AYR","KA8 8EX","S08000015","","S37000027","","S12000028","","S01012489","","2739",""
4980,"PATNA RESOURCE CENTRE","1 DOONSIDE AVENUE","PATNA","KA6 7LX","S08000015","","S37000008","","S12000008","","S01007877","","967",""
4982,"MYDENTIST","21 SPRINGFIELD ROAD","ABERDEEN","AB157RJ","S08000020","","S37000001","","S12000033","","S01006541","","7361",""
4984,"BUPA DENTAL CARE SHAWLANDS","77 COUSTONHOLM ROAD","SHAWLANDS, GLASGOW","G43 1UF","S08000031","","S37000034","","S12000049","","S01009933","","8526",""
4986,"BRIDGE OF EARN DENTAL PRACTICE","SCOTT WAY, OLD EDINBURGH ROAD","BRIDGE OF EARN","PH2 9NJ","S08000030","","S37000033","","S12000048","","S01011881","","6161",""
5000,"PUBLIC DENTAL SERVICE","BROXDEN DENTAL CENTRE","TWEED PLACE, PERTH","PH1 1TJ","S08000030","","S37000033","","S12000048","","S01011899","","10278",""
5002,"WESTERN ISLES DENTAL CLINIC","MACAULAY ROAD, STORNOWAY","ISLE OF LEWIS","HS1 2TJ","S08000028","","S37000031","","S12000013","","S01009045","","9195",""
5008,"SANDGATE DENTISTRY (DBC)","59/61 SANDGATE","AYR","KA7 1DA","S08000015","","S37000027","","S12000028","","S01012481","","12622",""
5011,"THE GLASGOW SMILE GALLERY","23 ASHTON ROAD","GLASGOW","G12 8SP","S08000031","","S37000034","","S12000049","","S01010379","","4140",""
5013,"GREAT KINGS DENTAL","7 GREAT KING STREET","DUMFRIES","DG1 1BA","S08000017","","S37000006","","S12000006","","S01007612","","8956",""
5015,"116 OCEAN DRIVE","LEITH","EDINBURGH","EH6 6JG","S08000024","","S37000012","","S12000036","","S01008769","","2599",""
5018,"DG SMILE","48 WHITESANDS","DUMFRIES","DG1 2RS","S08000017","","S37000006","","S12000006","","S01007612","","4939",""
5020,"COMFORT DENTAL","BARRHEAD HEALTH & SOCIAL CARE CENTRE","213 MAIN STREET, BARRHEAD","G78 1SW","S08000031","","S37000011","","S12000011","","S01008310","","5331",""
5022,"DENTAL INSPIRATIONS","395 NORTH DEESIDE ROAD","CULTS, ABERDEEN","AB159SX","S08000020","","S37000001","","S12000033","","S01006524","","951",""
5023,"VITA DENTAL SPA","28 HIGH STREET","MONIFIETH","DD5 4AE","S08000030","","S37000003","","S12000041","","S01007154","","497",""
5024,"EDINBURGH DENTAL","59 RATCLIFFE TERRACE","EDINBURGH","EH9 1ST","S08000024","","S37000012","","S12000036","","S01008605","","3134",""
5028,"KIRKLAND DENTAL PRACTICE","240 METHIL BRAE","METHIL  FIFE","KY8 2EY","S08000029","","S37000032","","S12000047","","S01009626","","14942",""
5029,"MIDLOTHIAN DENTAL PRACTICE","16 EDINBURGH ROAD","DALKEITH","EH221JZ","S08000024","","S37000018","","S12000019","","S01011010","","9530",""
5031,"GREENLAW DENTAL PRACTICE","UNIT 10, 3 GREENLAW PL","NEWTON MEARNS","G77 6GR","S08000031","","S37000011","","S12000011","","S01008331","","10020",""
5032,"BLUE SKY DENTAL","24 WHITBURN ROAD","BATHGATE","EH481HH","S08000024","","S37000030","","S12000040","","S01013414","","15894",""
5035,"GIFFNOCK DENTAL PRACTICE","23 FENWICK ROAD","GIFFNOCK, GLASGOW","G46 6AU","S08000031","","S37000011","","S12000011","","S01008401","","4853",""
5037,"COMPLETE DENTAL CARE","151 WESTERN ROAD","CAMBUSLANG, GLASGOW","G72 8PE","S08000032","","S37000028","","S12000029","","S01012837","","7277",""
5038,"WHITECART DENTAL CARE","13-15 CLARKSTON ROAD","GLASGOW","G44 4EF","S08000031","","S37000034","","S12000049","","S01010008","","7013",""
5040,"BARRHEAD DENTAL CLINIC","BARRHEAD HEALTH & SOCIAL CARE CENTRE","213 MAIN STREET, BARRHEAD","G78 1SW","S08000031","","S37000011","","S12000011","","S01008310","","4803",""
5043,"ACADEMY DENTAL CARE","86 CROWN STREET","ABERDEEN","AB116ET","S08000020","","S37000001","","S12000033","","S01006590","","10616",""
5044,"ENHANCE DENTAL CARE","41 ST JAMES RETAIL CENTRE","EAST KILBRIDE","G74 5QD","S08000032","","S37000028","","S12000029","","S01012950","","2659",""
5045,"WEST END DENTAL","189 GREAT WESTERN ROAD","ABERDEEN","AB106PS","S08000020","","S37000001","","S12000033","","S01006536","","10753",""
5049,"INCHVANNIE HOUSE DENTAL CLINIC","INCHVANNIE COURT","DINGWALL","IV159SE","S08000022","","S37000016","","S12000017","","S01010716","","17056",""
5058,"T/A MINT DENTAL CARE KINGSEAT","UNIT 1, KINGSEAT BUSINESS PARK","KINGSEAT, NEWMACHAR","AB210AZ","S08000020","","S37000002","","S12000034","","S01006950","","9151",""
5060,"GRANITE CITY CLINIC","147 HOLBURN STREET","ABERDEEN","AB106BL","S08000020","","S37000001","","S12000033","","S01006597","","5062",""
5062,"TOOTH PLUS","1 MUNRO ROAD","STIRLING","FK7 7UU","S08000019","","S37000005","","S12000030","","S01013066","","3261",""
5063,"DENTAL IMPLANT CENTRE AND TRAINING INST.","146 MAIN STREET","ALEXANDRIA","G83 0NZ","S08000031","","S37000029","","S12000039","","S01013223","","2253",""
5071,"SLOAN DENTAL MERCHANT CITY","125 HIGH STREET","GLASGOW","G1  1PH","S08000031","","S37000034","","S12000049","","S01010263","","1553",""
5072,"DENTAL SURGERY LIMITED","64-66 PORT STREET","STIRLING","FK8 2LJ","S08000019","","S37000005","","S12000030","","S01013067","","3927",""
5073,"HILLHEAD DENTAL CARE","3 KERSLAND STREET","GLASGOW","G12 8BN","S08000031","","S37000034","","S12000049","","S01010375","","4063",""
5074,"BURNBANK DENTAL CARE","BURNBANK CENTRE,70 GLASGOW RD","HAMILTON","ML3 0NA","S08000032","","S37000028","","S12000029","","S01012786","","9418",""
5076,"DENTAL PLUS","26 UNION STREET","NEWPORT ON TAY","DD6 8BG","S08000029","","S37000032","","S12000047","","S01009754","","5948",""
5083,"AYR DENTAL STUDIO","BOSWELL HOUSE","10 ARTHUR STREET, AYR","KA7 1QU","S08000015","","S37000027","","S12000028","","S01012483","","5676",""
5086,"ANNIESLAND ESSENTIAL DENTAL CARE","972-974 CROW ROAD","GLASGOW","G13 1JN","S08000031","","S37000034","","S12000049","","S01010466","","7463",""
5087,"STRATHBUNGO DENTAL PRACTICE","567-569 POLLOKSHAWS RD","GLASGOW","G41 2QQ","S08000031","","S37000034","","S12000049","","S01009907","","2962",""
5090,"G K DENTAL","54 HIGH STREET","HAWICK","TD9 9EE","S08000016","","S37000025","","S12000026","","S01012363","","10990",""
5093,"OUR DENTIST","79 ELDERSLIE STREET","GLASGOW","G3  7ER","S08000031","","S37000034","","S12000049","","S01010278","","4568",""
5105,"DENTISTRY @ JORDANHILL","454 CROW ROAD","GLASGOW","G11 7DR","S08000031","","S37000034","","S12000049","","S01010417","","4763",""
5126,"DYCE DENTAL PRACTICE,UNITS 8&9","ASDA SHOPPING CENTRE,RIVERVIEW DR.","DYCE, ABERDEEN","AB217NG","S08000020","","S37000001","","S12000033","","S01006754","","10067",""
5146,"PUBLIC DENTAL SERVICE","FIFE COUNCIL, BANKHEAD PARK","GLENROTHES","KY7 6GH","S08000029","","S37000032","","S12000047","","S01009579","","18421",""
5149,"SP DENTAL CARE","11 MILLIG STREET","HELENSBURGH","G84 9LA","S08000022","","S37000004","","S12000035","","S01007387","","846",""
5168,"PDS DENTAL CLINIC HELENSBURGH","VICTORIA INTEGRATED CARE CENTRE","93 EAST KING ST, HELENSBURGH","G84 7BU","S08000022","","S37000004","","S12000035","","S01007400","","5743",""
5169,"SMILE DENTAL CARE","218 UNION STREET","ABERDEEN","AB101TL","S08000020","","S37000001","","S12000033","","S01006586","","9689",""
5170,"OLD TOWN DENTAL CARE","519 KING STREET","ABERDEEN","AB243BT","S08000020","","S37000001","","S12000033","","S01006663","","12979",""
5171,"PAISLEY DENTAL CLINIC","39 HIGH STREET","PAISLEY","PA1 2AF","S08000031","","S37000024","","S12000038","","S01012127","","3289",""
5173,"KNOCKROON DENTAL PRACTICE","97 AUCHINLECK ROAD","CUMNOCK","KA181AN","S08000015","","S37000008","","S12000008","","S01007920","","4148",""
5176,"LOCHSIDE DENTAL CARE","1 CARRADALE CRESCENT","CUMBERNAULD","G68 9LE","S08000032","","S37000035","","S12000050","","S01011723","","4977",""
5183,"TRUSS DENTAL","85 EAST ROAD","IRVINE","KA120AA","S08000015","","S37000020","","S12000021","","S01011225","","5797",""
5184,"KINCORTH DENTAL PRACTICE","UNIT 4 KINCORTH SHOPPING CENTRE","PROVOST WATT DR. ABERDEEN","AB125BT","S08000020","","S37000001","","S12000033","","S01006609","","14802",""
5185,"MASTRICK DENTAL CENTRE","6 GREENFERN PLACE","MASTRICK, ABERDEEN","AB166JR","S08000020","","S37000001","","S12000033","","S01006705","","11662",""
5212,"GENTLE DENTAL CARE","85 SOUTH STREET","ST ANDREWS, FIFE","KY169QW","S08000029","","S37000032","","S12000047","","S01009723","","394",""
5213,"BALBIRNIE ORAL CARE LTD","BALBIRNIE ROAD","GLENROTHES, FIFE","KY7 5ED","S08000029","","S37000032","","S12000047","","S01009584","","","c"
5214,"PLEAN STREET DENTAL","18 PLEAN STREET","GLASGOW","G14 0YJ","S08000031","","S37000034","","S12000049","","S01010442","","4786",""
5217,"CITY SMILES DENTAL AND IMPLANT CLINIC","19 MAIN STREET","BRIDGETON GLASGOW","G40 1QA","S08000031","","S37000034","","S12000049","","S01010043","","2553",""
5218,"YOUNG SMILE DENTAL CARE","UNIT 1, HAUGHTON COURT","MAIN ST, ALFORD","AB338DW","S08000020","","S37000002","","S12000034","","S01006884","","7039",""
5219,"MCLEAN DENTAL","16 HIGH STREET","LOCHMABEN","DG111NH","S08000017","","S37000006","","S12000006","","S01007632","","2517",""
5222,"RIVERBANK DENTAL","2385 DUMBARTON ROAD","GLASGOW","G14 0NT","S08000031","","S37000034","","S12000049","","S01010441","","7302",""
5224,"SMILESCENE DENTAL","UNIT 2, HALLSIDE COURT","HALFWAY, CAMBUSLANG","G72 7XR","S08000032","","S37000028","","S12000029","","S01012815","","4555",""
5225,"G1 DENTAL CARE","54 DUNDAS STREET","GLASGOW","G1  2AQ","S08000031","","S37000034","","S12000049","","S01010260","","11670",""
5238,"LARKHALL DENTAL INSTITUTE","61 CHURCH STREET","LARKHALL","ML9 1EZ","S08000032","","S37000028","","S12000029","","S01012660","","3756",""
5239,"FREDERICK STREET DENTAL CARE","57 FREDERICK STREET","EDINBURGH","EH2 1LH","S08000024","","S37000012","","S12000036","","S01008868","","6520",""
5241,"MERRYLEE DENTAL PRACTICE","207 CLARKSTON ROAD","GLASGOW","G44 3DS","S08000031","","S37000034","","S12000049","","S01009962","","3941",""
5242,"CITY DENTAL BY CLYDE MUNRO","260 ST VINCENT STREET","GLASGOW","G2  5RL","S08000031","","S37000034","","S12000049","","S01010275","","7607",""
5243,"DENTAL SCOTLAND","4 MAXWELL ROAD","GLASGOW","G41 1QE","S08000031","","S37000034","","S12000049","","S01009882","","2033",""
